team_display,fifa_rank,fifa_points,squad_value_m,squad_strength_score,star_name,star_role,star_available,star_available_status,star_available_source,key_absence_count,doubtful_count,injury_impact_score,star_unavailable_penalty,injury_adjusted_squad_strength_score,injury_adjustment_amount,injury_status_summary,injury_status_source,injury_last_checked,injury_data_quality,audit_status,source_url_1,source_url_2,source_url_3,manual_notes,priority_group,priority_rank
Uzbekistan,50,1465.342534,85.33,-0.748961232117681,Eldor Shomurodov,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Uzbekistan squad report,0.0,0.0,0.0,0.0,-0.748961232117681,0.0,Shomurodov is named as a key figure in Uzbekistan's first World Cup squad. Khusanov had earlier injury issues but Reuters reports he returned to form later in the season. No current injury penalty is applied in this audit step.,Reuters Uzbekistan squad report / Reuters Uzbekistan team page,2026-06-06 19:07:25,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/shomurodov-khusanov-lead-uzbekistans-first-world-cup-squad-2026-06-02/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/uzbekistan/,,No injury penalty. Earlier Khusanov injury background is noted but not treated as current doubtful status.,lower_priority,3
Qatar,55,1454.958587,19.93,-0.939286458740236,Akram Afif,primary_attacking_star,1,named_in_squad_no_current_ruled_out_signal,Reuters Qatar squad report / Reuters Qatar team page,0.0,0.0,0.0,0.0,-0.939286458740236,0.0,Akram Afif is included in Qatar's World Cup squad and is treated as available. No current ruled-out injury signal is applied in this audit step.,Reuters Qatar squad report / Reuters Qatar team page,2026-06-06 19:08:51,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/qatar-coach-lopetegui-unveils-squad-built-asian-champions-core-2026-06-01/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/qatar/,,Conservative treatment: Afif is named in squad and no current ruled-out injury signal found in checked Reuters sources.,lower_priority,3
South Africa,60,1429.728396,49.25,-0.953961286129862,Percy Tau,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters World Cup squad list / CAF South Africa squad report,0.0,0.0,0.0,0.0,-0.953961286129862,0.0,Percy Tau is treated as available. No current ruled-out injury signal is applied in this audit step.,Reuters World Cup squad list / CAF South Africa squad report,2026-06-06 19:08:51,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/world-cup-2026-list-26-man-squads-finals-2026-06-02/,https://www.cafonline.com/news/south-africa-name-two-uncapped-players-in-2026-fifa-world-cup-squad/,https://www.reuters.com/sports/soccer/world-cup-bound-south-africa-grounded-over-visa-delay-2026-05-31/,"No injury penalty. Reuters reported travel/visa disruption, but this is not treated as injury impact.",lower_priority,3
Iraq,57,1447.135319,21.2,-0.9590375131265358,Aymen Hussein,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Iraq team page / Reuters Hussein report,1.0,0.0,0.2,0.0,-1.1590375131265358,-0.1999999999999999,Aymen Hussein is treated as available. Iraq receive a team-level penalty because Ahmed Yahya was ruled out with a hamstring injury and replaced by Ahmed Hassan Makenzie.,Reuters: Makenzie replaces injured Yahya in Iraq's World Cup squad; Reuters Iraq team page,2026-06-06 19:08:51,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/makenzie-replaces-injured-yahya-iraqs-world-cup-squad-2026-06-06/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/iraq/,https://www.reuters.com/sports/soccer/iraq-world-cup-striker-hussein-questioned-hours-chicago-airport-source-says-2026-06-06/,Hussein is not penalized as injured. Penalty reflects Yahya's confirmed hamstring-related squad replacement.,lower_priority,3
Bosnia and Herzegovina,65,1385.838723,151.6,-0.9657901658188408,Edin Dzeko,primary_attacking_star_candidate,1,available_monitoring_recent_shoulder_injury,Reuters Bosnia squad report / Reuters Bosnia preview,0.0,0.5,0.15,0.0,-1.1157901658188407,-0.1499999999999999,"Dzeko had a shoulder injury after the playoff against Italy, but Reuters reported he later came off the bench in club matches, easing concerns over his World Cup fitness. He is treated as available with monitoring.",Reuters: Bosnia squad report and Dzeko fitness context,2026-06-06 19:10:07,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/bosnia-mix-experience-youth-with-dzeko-mahmic-named-world-cup-squad-2026-05-11/,https://www.reuters.com/sports/soccer/veteran-dzeko-talisman-bosnias-new-generation-2026-06-01/,https://www.reuters.com/sports/soccer/dzeko-declares-injury-twist-fate-bosnia-seal-world-cup-place-shootout-2026-04-01/,Small penalty only. Dzeko is not treated as ruled out; status is fitness monitoring.,lower_priority,3
Ghana,74,1346.311722,234.35,-0.9986045440202604,Mohammed Kudus,primary_attacking_star,0,ruled_out_quad_injury,Reuters: Kudus ruled out of Ghana World Cup squad,1.0,0.0,0.0,0.5,-1.4986045440202604,-0.5,"Kudus has been ruled out of Ghana's World Cup squad with a quad injury. Because he is the selected star candidate, star_available is set to 0 and star_unavailable_penalty is applied.",Reuters: Injury rules Kudus out of Ghana's World Cup squad,2026-06-06 19:10:07,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/injury-rules-spurs-kudus-out-ghanas-world-cup-squad-2026-05-26/,https://www.reuters.com/sports/soccer/spurs-kudus-could-miss-world-cup-after-injury-setback-2026-04-09/,,Major star-unavailable penalty applied. injury_impact_score kept at 0 to avoid double counting.,lower_priority,3
Saudi Arabia,61,1421.427596,40.68,-1.003130603390266,Salem Al-Dawsari,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Saudi squad report / Reuters warm-up match report,0.0,0.0,0.0,0.0,-1.003130603390266,0.0,Salem Al-Dawsari is included in Saudi Arabia's World Cup squad and recently scored in a warm-up match against Puerto Rico. No current injury penalty is applied.,Reuters Saudi squad report; Reuters Saudi warm-up match report,2026-06-06 19:10:07,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/lens-defender-abdulhamid-spearheads-saudi-world-cup-squad-2026-06-01/,https://www.reuters.com/sports/soccer/saudi-arabia-beat-puerto-rico-3-0-after-weather-delay-first-win-under-donis-2026-06-06/,https://www.reuters.com/sports/soccer/saudi-arabias-world-cup-hopes-clouded-by-late-coaching-change-2026-06-02/,No injury penalty. Earlier club injury history is not treated as current national-team injury risk.,lower_priority,3
Jordan,63,1391.4544,20.0,-1.1672000540187588,Mousa Al-Taamari,primary_attacking_star,1,named_in_squad_no_current_ruled_out_signal,Reuters Jordan squad report / Reuters Jordan preview,1.0,0.5,0.3,0.0,-1.4672000540187589,-0.30000000000000004,"Mousa Al-Taamari headlines Jordan's first World Cup squad and is treated as available. Jordan receive a team-level penalty because Yazan Al-Naimat is reported as injured, while Ali Olwan is returning from injury.",Reuters: Al-Taamari headlines Jordan squad; Reuters Jordan preview mentions Al-Naimat injury and Olwan return,2026-06-06 19:12:49,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/forward-altamari-headlines-jordans-first-world-cup-squad-2026-06-02/,https://www.reuters.com/sports/soccer/ambitious-jordan-out-make-their-mark-world-cup-debut-2026-06-02/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/jordan/,Al-Taamari is not penalized as injured. Team-level penalty reflects Al-Naimat absence and Olwan monitoring.,lower_priority,3
Cabo Verde,69,1366.125478,54.5,-1.1829071195078624,Ryan Mendes,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Cape Verde team page / squad context,0.0,1.0,0.25,0.0,-1.4329071195078624,-0.25,Ryan Mendes is treated as available. Cape Verde receive a team-level monitoring penalty because Reuters reports they gambled on the fitness of defender Logan Costa after a long-term ACL injury.,Reuters: Cape Verde gamble on fitness of defender Costa; Reuters Cape Verde team page,2026-06-06 19:12:49,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/cape-verde-gamble-fitness-defender-costa-2026-05-18/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/cape-verde/,,Penalty is team-level for Logan Costa fitness risk. Ryan Mendes is not treated as injured.,lower_priority,3
Haiti,83,1291.711814,55.9,-1.4447052293066496,Duckens Nazon,primary_attacking_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Haiti feature / Reuters Haiti team page,0.0,0.0,0.0,0.0,-1.4447052293066496,0.0,Duckens Nazon is treated as available. No current ruled-out injury signal is applied in this audit step.,Reuters Haiti feature / Reuters Haiti team page,2026-06-06 19:12:49,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/after-escaping-iran-war-haitis-record-scorer-nazon-awaits-world-cup-dream-2026-05-18/,https://www.reuters.com/graphics/SOCCER-WORLDCUP/mopaoglqkpa/teams/haiti/,,"No injury penalty. Checked sources focus on Nazon's availability and story, not current injury absence.",lower_priority,3
Curaçao,82,1294.652918,25.78,-1.502401031325956,Leandro Bacuna,primary_midfield_star_candidate,1,named_in_squad_no_current_ruled_out_signal,Reuters Curacao squad report / Reuters Curacao preview,0.0,0.0,0.0,0.0,-1.502401031325956,0.0,"Leandro Bacuna is treated as available. Curaçao named an unchanged squad for their World Cup debut, and no current ruled-out injury signal is applied in this audit step.",Reuters: Advocaat names unchanged Curacao squad; Reuters Curacao preview,2026-06-06 19:12:49,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/advocaat-names-unchanged-curacao-squad-island-nations-world-cup-debut-2026-05-18/,https://www.reuters.com/sports/soccer/curacaos-dutch-connection-suggests-they-should-not-be-underestimated-2026-06-01/,,No injury penalty. Bacuna is treated as available based on unchanged squad and preview reports.,lower_priority,3
New Zealand,85,1281.566939,34.35,-1.5364305037451926,Chris Wood,primary_attacking_star,1,available_after_knee_surgery_monitoring,Reuters: Wood fit and fired up for World Cup,0.0,0.5,0.1,0.0,-1.6364305037451927,-0.10000000000000009,Chris Wood has declared himself fully fit after recovery from knee surgery. A very small monitoring penalty is applied because of the recent long-term injury background.,Reuters: New Zealand captain Wood fit and fired up; Reuters: Wood returned from injury ahead of World Cup,2026-06-06 19:12:49,manually_checked_recent_news,injury_checked,https://www.reuters.com/sports/soccer/new-zealand-captain-wood-fit-fired-up-world-cup-2026-05-22/,https://www.reuters.com/sports/soccer/new-zealand-striker-wood-returns-injury-ahead-world-cup-2026-04-09/,https://www.reuters.com/sports/soccer/new-zealand-pick-veteran-smith-wood-captained-world-cup-squad-2026-05-13/,Wood is not treated as doubtful to miss games. Small penalty reflects monitoring after recent knee recovery.,lower_priority,3
